Saved checkpoint.
Global Step:   1410, accuracy:  40.3%, loss = 380702.16 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  22590, accuracy:  92.7%, loss = 3671.24 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  22600, accuracy:  93.3%, loss = 2646.05 (119677.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  22610, accuracy:  92.0%, loss = 4009.52 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  22620, accuracy:  92.7%, loss = 3950.42 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  22630, accuracy:  92.3%, loss = 2654.29 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  22640, accuracy:  92.0%, loss = 3421.89 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  22650, accuracy:  92.0%, loss = 3454.29 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  22660, accuracy:  92.7%, loss = 2537.71 (74835.9 examples/sec, 0.00 sec/batch)
Global Step:  22670, accuracy:  90.7%, loss = 4628.66 (99880.2 examples/sec, 0.00 sec/batch)
Global Step:  22680, accuracy:  92.7%, loss = 3206.01 (98860.1 examples/sec, 0.00 sec/batch)
Global Step:  22690, accuracy:  89.7%, loss = 4852.57 (120157.7 examples/sec, 0.00 sec/batch)
Global Step:  22700, accuracy:  93.7%, loss = 3335.95 (120537.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  22710, accuracy:  92.3%, loss = 3041.84 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  22720, accuracy:  93.7%, loss = 2626.31 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  22730, accuracy:  92.7%, loss = 3452.63 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  22740, accuracy:  91.7%, loss = 3734.22 (66491.8 examples/sec, 0.00 sec/batch)
Global Step:  22750, accuracy:  92.0%, loss = 2742.77 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  22760, accuracy:  92.0%, loss = 3218.05 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  22770, accuracy:  92.7%, loss = 3201.70 (119620.8 examples/sec, 0.00 sec/batch)
Global Step:  22780, accuracy:  93.7%, loss = 3838.84 (100623.0 examples/sec, 0.00 sec/batch)
Global Step:  22790, accuracy:  93.7%, loss = 3208.12 (119325.9 examples/sec, 0.00 sec/batch)
Global Step:  22800, accuracy:  92.7%, loss = 3299.44 (99761.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  22810, accuracy:  91.7%, loss = 5094.07 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  22820, accuracy:  91.7%, loss = 5341.48 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  22830, accuracy:  91.3%, loss = 3253.14 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  22840, accuracy:  92.0%, loss = 3441.49 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  22850, accuracy:  92.3%, loss = 4336.59 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  22860, accuracy:  92.7%, loss = 3643.45 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  22870, accuracy:  94.3%, loss = 3886.04 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  22880, accuracy:  93.0%, loss = 3330.44 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  22890, accuracy:  92.7%, loss = 4750.05 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  22900, accuracy:  95.0%, loss = 3131.68 (119654.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  22910, accuracy:  92.3%, loss = 4883.21 (100094.8 examples/sec, 0.00 sec/batch)
Global Step:  22920, accuracy:  90.3%, loss = 3184.39 (74358.3 examples/sec, 0.00 sec/batch)
Global Step:  22930, accuracy:  91.7%, loss = 5175.20 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  22940, accuracy:  93.3%, loss = 2555.51 (100318.2 examples/sec, 0.00 sec/batch)
Global Step:  22950, accuracy:  88.7%, loss = 4635.13 (118527.8 examples/sec, 0.00 sec/batch)
Global Step:  22960, accuracy:  94.0%, loss = 2788.68 (99927.8 examples/sec, 0.00 sec/batch)
Global Step:  22970, accuracy:  91.7%, loss = 4512.72 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  22980, accuracy:  93.7%, loss = 4335.33 (45360.2 examples/sec, 0.01 sec/batch)
Global Step:  22990, accuracy:  90.3%, loss = 4154.69 (100334.2 examples/sec, 0.00 sec/batch)
Global Step:  23000, accuracy:  91.7%, loss = 4346.69 (119723.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23010, accuracy:  92.7%, loss = 2862.41 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  23020, accuracy:  90.7%, loss = 3728.62 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  23030, accuracy:  92.0%, loss = 3352.94 (118762.7 examples/sec, 0.00 sec/batch)
Global Step:  23040, accuracy:  91.3%, loss = 4612.47 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  23050, accuracy:  91.7%, loss = 5225.33 (120111.8 examples/sec, 0.00 sec/batch)
Global Step:  23060, accuracy:  94.0%, loss = 3175.57 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  23070, accuracy:  94.3%, loss = 2413.15 (85499.2 examples/sec, 0.00 sec/batch)
Global Step:  23080, accuracy:  92.0%, loss = 4235.24 (66498.8 examples/sec, 0.00 sec/batch)
Global Step:  23090, accuracy:  93.3%, loss = 4632.35 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  23100, accuracy:  91.0%, loss = 2806.59 (149298.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23110, accuracy:  93.7%, loss = 3006.82 (85417.9 examples/sec, 0.00 sec/batch)
Global Step:  23120, accuracy:  95.0%, loss = 2402.12 (119609.4 examples/sec, 0.00 sec/batch)
Global Step:  23130, accuracy:  92.7%, loss = 2984.27 (66495.3 examples/sec, 0.00 sec/batch)
Global Step:  23140, accuracy:  92.7%, loss = 2574.84 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  23150, accuracy:  92.7%, loss = 6019.40 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  23160, accuracy:  93.0%, loss = 4281.94 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  23170, accuracy:  91.3%, loss = 2899.94 (85481.7 examples/sec, 0.00 sec/batch)
Global Step:  23180, accuracy:  93.0%, loss = 2417.79 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  23190, accuracy:  92.7%, loss = 2691.44 (85481.7 examples/sec, 0.00 sec/batch)
Global Step:  23200, accuracy:  92.0%, loss = 3418.43 (85493.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23210, accuracy:  93.3%, loss = 2247.91 (60981.4 examples/sec, 0.00 sec/batch)
Global Step:  23220, accuracy:  92.7%, loss = 2843.33 (54278.8 examples/sec, 0.01 sec/batch)
Global Step:  23230, accuracy:  91.0%, loss = 2784.55 (85446.9 examples/sec, 0.00 sec/batch)
Global Step:  23240, accuracy:  91.3%, loss = 3540.39 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  23250, accuracy:  94.0%, loss = 2457.67 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  23260, accuracy:  91.3%, loss = 3770.63 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  23270, accuracy:  92.7%, loss = 4074.70 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  23280, accuracy:  93.3%, loss = 3055.87 (66477.8 examples/sec, 0.00 sec/batch)
Global Step:  23290, accuracy:  93.7%, loss = 1925.01 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  23300, accuracy:  92.0%, loss = 4436.87 (119677.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23310, accuracy:  90.7%, loss = 3671.68 (74209.2 examples/sec, 0.00 sec/batch)
Global Step:  23320, accuracy:  94.0%, loss = 3980.34 (85516.6 examples/sec, 0.00 sec/batch)
Global Step:  23330, accuracy:  91.7%, loss = 3104.88 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  23340, accuracy:  95.3%, loss = 2245.73 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  23350, accuracy:  93.7%, loss = 1946.87 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  23360, accuracy:  90.7%, loss = 5384.06 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  23370, accuracy:  94.7%, loss = 3508.73 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  23380, accuracy:  90.7%, loss = 5465.05 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  23390, accuracy:  92.3%, loss = 2874.25 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  23400, accuracy:  93.0%, loss = 2891.43 (99540.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23410, accuracy:  95.3%, loss = 1752.30 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  23420, accuracy:  93.3%, loss = 3532.77 (100454.4 examples/sec, 0.00 sec/batch)
Global Step:  23430, accuracy:  92.0%, loss = 3817.65 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  23440, accuracy:  91.7%, loss = 4539.21 (85470.1 examples/sec, 0.00 sec/batch)
Global Step:  23450, accuracy:  92.7%, loss = 3603.46 (120192.1 examples/sec, 0.00 sec/batch)
Global Step:  23460, accuracy:  92.7%, loss = 4164.27 (119746.0 examples/sec, 0.00 sec/batch)
Global Step:  23470, accuracy:  93.0%, loss = 2894.59 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  23480, accuracy:  92.0%, loss = 4213.38 (74822.6 examples/sec, 0.00 sec/batch)
Global Step:  23490, accuracy:  92.3%, loss = 3352.78 (99777.3 examples/sec, 0.00 sec/batch)
Global Step:  23500, accuracy:  92.0%, loss = 3718.39 (119723.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23510, accuracy:  92.3%, loss = 2834.00 (119746.0 examples/sec, 0.00 sec/batch)
Global Step:  23520, accuracy:  92.0%, loss = 3435.39 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  23530, accuracy:  94.3%, loss = 3324.50 (118729.1 examples/sec, 0.00 sec/batch)
Global Step:  23540, accuracy:  94.7%, loss = 2817.65 (99856.5 examples/sec, 0.00 sec/batch)
Global Step:  23550, accuracy:  94.0%, loss = 3072.03 (74778.1 examples/sec, 0.00 sec/batch)
Global Step:  23560, accuracy:  94.0%, loss = 2312.01 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:  23570, accuracy:  91.3%, loss = 3079.49 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  23580, accuracy:  94.3%, loss = 2159.56 (85487.5 examples/sec, 0.00 sec/batch)
Global Step:  23590, accuracy:  91.7%, loss = 3155.39 (119598.1 examples/sec, 0.00 sec/batch)
Global Step:  23600, accuracy:  94.7%, loss = 2477.76 (119689.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23610, accuracy:  93.3%, loss = 2838.08 (65635.1 examples/sec, 0.00 sec/batch)
Global Step:  23620, accuracy:  95.3%, loss = 3178.64 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  23630, accuracy:  93.3%, loss = 3119.42 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  23640, accuracy:  92.0%, loss = 4197.83 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  23650, accuracy:  92.3%, loss = 2811.86 (119484.5 examples/sec, 0.00 sec/batch)
Global Step:  23660, accuracy:  91.0%, loss = 3260.50 (66484.8 examples/sec, 0.00 sec/batch)
Global Step:  23670, accuracy:  94.0%, loss = 3201.57 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  23680, accuracy:  91.7%, loss = 3529.13 (85487.5 examples/sec, 0.00 sec/batch)
Global Step:  23690, accuracy:  94.3%, loss = 4679.29 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  23700, accuracy:  92.3%, loss = 3766.29 (99721.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23710, accuracy:  90.7%, loss = 3934.56 (55302.2 examples/sec, 0.01 sec/batch)
Global Step:  23720, accuracy:  94.7%, loss = 2414.94 (85481.7 examples/sec, 0.00 sec/batch)
Global Step:  23730, accuracy:  95.0%, loss = 2219.80 (74667.2 examples/sec, 0.00 sec/batch)
Global Step:  23740, accuracy:  91.7%, loss = 4100.82 (66484.8 examples/sec, 0.00 sec/batch)
Global Step:  23750, accuracy:  91.3%, loss = 4351.37 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:  23760, accuracy:  93.3%, loss = 2691.78 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  23770, accuracy:  94.7%, loss = 2931.54 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  23780, accuracy:  94.0%, loss = 2903.91 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  23790, accuracy:  91.0%, loss = 3769.32 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  23800, accuracy:  92.0%, loss = 3699.66 (119711.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23810, accuracy:  91.0%, loss = 4964.50 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  23820, accuracy:  94.3%, loss = 3220.58 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  23830, accuracy:  92.7%, loss = 2807.08 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:  23840, accuracy:  91.7%, loss = 4534.49 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  23850, accuracy:  96.0%, loss = 2262.02 (74288.1 examples/sec, 0.00 sec/batch)
Global Step:  23860, accuracy:  94.3%, loss = 2051.38 (102734.4 examples/sec, 0.00 sec/batch)
Global Step:  23870, accuracy:  91.7%, loss = 4125.07 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  23880, accuracy:  91.3%, loss = 5513.21 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  23890, accuracy:  93.0%, loss = 2506.81 (65186.3 examples/sec, 0.00 sec/batch)
Global Step:  23900, accuracy:  93.3%, loss = 2529.58 (119689.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  23910, accuracy:  94.0%, loss = 2578.83 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  23920, accuracy:  93.3%, loss = 1890.29 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  23930, accuracy:  90.3%, loss = 3395.36 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  23940, accuracy:  94.0%, loss = 2800.04 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  23950, accuracy:  96.3%, loss = 1746.19 (66135.4 examples/sec, 0.00 sec/batch)
Global Step:  23960, accuracy:  93.7%, loss = 3170.31 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  23970, accuracy:  89.3%, loss = 4043.91 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  23980, accuracy:  93.0%, loss = 3520.97 (85499.2 examples/sec, 0.00 sec/batch)
Global Step:  23990, accuracy:  94.3%, loss = 1941.32 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  24000, accuracy:  92.0%, loss = 5519.95 (119473.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24010, accuracy:  91.0%, loss = 4534.10 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  24020, accuracy:  90.0%, loss = 4090.66 (119314.5 examples/sec, 0.00 sec/batch)
Global Step:  24030, accuracy:  92.7%, loss = 3238.22 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  24040, accuracy:  92.0%, loss = 4719.13 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  24050, accuracy:  95.0%, loss = 1741.71 (119746.0 examples/sec, 0.00 sec/batch)
Global Step:  24060, accuracy:  94.7%, loss = 1946.52 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  24070, accuracy:  92.3%, loss = 3007.44 (35202.9 examples/sec, 0.01 sec/batch)
Global Step:  24080, accuracy:  95.0%, loss = 2205.59 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  24090, accuracy:  93.7%, loss = 2665.55 (74787.0 examples/sec, 0.00 sec/batch)
Global Step:  24100, accuracy:  90.0%, loss = 5247.30 (119643.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24110, accuracy:  92.7%, loss = 3485.50 (120134.7 examples/sec, 0.00 sec/batch)
Global Step:  24120, accuracy:  94.3%, loss = 3065.14 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  24130, accuracy:  93.3%, loss = 2987.58 (85470.1 examples/sec, 0.00 sec/batch)
Global Step:  24140, accuracy:  94.3%, loss = 2231.53 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  24150, accuracy:  93.0%, loss = 3304.07 (120008.7 examples/sec, 0.00 sec/batch)
Global Step:  24160, accuracy:  93.3%, loss = 2746.59 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  24170, accuracy:  93.0%, loss = 3283.95 (66505.9 examples/sec, 0.00 sec/batch)
Global Step:  24180, accuracy:  91.7%, loss = 3786.03 (74353.9 examples/sec, 0.00 sec/batch)
Global Step:  24190, accuracy:  93.0%, loss = 2399.07 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  24200, accuracy:  94.7%, loss = 2164.90 (119689.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24210, accuracy:  93.7%, loss = 2329.30 (85470.1 examples/sec, 0.00 sec/batch)
Global Step:  24220, accuracy:  92.7%, loss = 3245.63 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  24230, accuracy:  91.7%, loss = 4053.21 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  24240, accuracy:  93.0%, loss = 3384.88 (49866.9 examples/sec, 0.01 sec/batch)
Global Step:  24250, accuracy:  94.0%, loss = 2102.04 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  24260, accuracy:  93.0%, loss = 2722.70 (60219.7 examples/sec, 0.00 sec/batch)
Global Step:  24270, accuracy:  92.3%, loss = 3152.42 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  24280, accuracy:  94.0%, loss = 2658.62 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  24290, accuracy:  94.7%, loss = 1153.30 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  24300, accuracy:  94.3%, loss = 2450.45 (119677.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24310, accuracy:  94.0%, loss = 1919.02 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  24320, accuracy:  93.7%, loss = 2079.20 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  24330, accuracy:  92.7%, loss = 3302.96 (59958.6 examples/sec, 0.01 sec/batch)
Global Step:  24340, accuracy:  93.3%, loss = 3095.09 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  24350, accuracy:  92.3%, loss = 5382.87 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  24360, accuracy:  91.3%, loss = 4550.80 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  24370, accuracy:  91.7%, loss = 3455.12 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  24380, accuracy:  89.7%, loss = 3328.70 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  24390, accuracy:  92.3%, loss = 4417.12 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  24400, accuracy:  93.0%, loss = 2925.52 (85493.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24410, accuracy:  92.0%, loss = 2382.27 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  24420, accuracy:  93.0%, loss = 2815.08 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  24430, accuracy:  90.7%, loss = 3339.91 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  24440, accuracy:  93.3%, loss = 2052.13 (119066.2 examples/sec, 0.00 sec/batch)
Global Step:  24450, accuracy:  92.3%, loss = 4435.87 (119620.8 examples/sec, 0.00 sec/batch)
Global Step:  24460, accuracy:  91.7%, loss = 2584.72 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  24470, accuracy:  95.0%, loss = 2684.46 (59850.2 examples/sec, 0.01 sec/batch)
Global Step:  24480, accuracy:  92.7%, loss = 3361.84 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  24490, accuracy:  95.0%, loss = 1066.10 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  24500, accuracy:  94.3%, loss = 3036.79 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24510, accuracy:  95.0%, loss = 1809.06 (99991.4 examples/sec, 0.00 sec/batch)
Global Step:  24520, accuracy:  94.0%, loss = 3056.58 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  24530, accuracy:  92.3%, loss = 2977.18 (49864.9 examples/sec, 0.01 sec/batch)
Global Step:  24540, accuracy:  95.0%, loss = 2308.81 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  24550, accuracy:  90.7%, loss = 3835.21 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  24560, accuracy:  92.3%, loss = 3854.02 (65437.2 examples/sec, 0.00 sec/batch)
Global Step:  24570, accuracy:  92.0%, loss = 3809.65 (119666.3 examples/sec, 0.00 sec/batch)
Global Step:  24580, accuracy:  92.0%, loss = 4924.05 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  24590, accuracy:  92.0%, loss = 3218.53 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:  24600, accuracy:  93.0%, loss = 2464.86 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  24610, accuracy:  96.0%, loss = 1919.88 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  24620, accuracy:  95.7%, loss = 1022.81 (66498.8 examples/sec, 0.00 sec/batch)
Global Step:  24630, accuracy:  91.0%, loss = 5492.39 (120043.0 examples/sec, 0.00 sec/batch)
Global Step:  24640, accuracy:  92.7%, loss = 3205.33 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  24650, accuracy:  91.3%, loss = 4906.81 (120123.3 examples/sec, 0.00 sec/batch)
Global Step:  24660, accuracy:  95.0%, loss = 3165.16 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  24670, accuracy:  93.0%, loss = 4922.36 (99753.5 examples/sec, 0.00 sec/batch)
